time_s,force_adc
0.003023862838745117,0
1.1074128150939941,0
1.206864833831787,0
1.2958967685699463,0
1.3888418674468994,0
1.485466718673706,0
1.5629708766937256,0
1.6549458503723145,0
1.7428147792816162,0
1.8236408233642578,0
1.9539539813995361,0
2.0169618129730225,0
2.080657720565796,0
2.142141819000244,0
2.2033867835998535,0
2.270113945007324,0
2.3309879302978516,0
2.3937408924102783,0
2.459467887878418,0
2.5220086574554443,0
2.6249349117279053,0
2.688812017440796,0
2.749783992767334,0
2.8114078044891357,0
2.875741720199585,0
2.936093807220459,0
3.0423107147216797,0
3.1351637840270996,0
3.2302839756011963,0
3.3146889209747314,0
3.4387269020080566,0
3.512972831726074,0
3.6114907264709473,0
3.7130637168884277,0
3.798434019088745,0
3.8806188106536865,0
3.957310914993286,0
4.036434888839722,0
4.122293949127197,0
4.203272819519043,0
4.332774877548218,0
4.416274785995483,0
4.494804859161377,0
4.580968856811523,0
4.673829793930054,0
4.751940727233887,0
4.83021092414856,0
4.905721664428711,0
4.986004829406738,0
5.063992023468018,0
5.186150789260864,0
5.2647459506988525,0
5.364227771759033,0
5.440771818161011,0
5.5311877727508545,0
5.617900848388672,0
5.702650785446167,0
5.785157680511475,0
5.873863935470581,0
5.958589792251587,0
6.0964179039001465,0
6.1782708168029785,0
6.266711950302124,0
6.350424766540527,0
6.428167819976807,0
6.5255677700042725,0
6.602502822875977,0
6.685255765914917,0
6.763093948364258,0
6.840125799179077,0
6.9673378467559814,0
7.05195164680481,0
7.134243726730347,0
7.219408750534058,0
7.304780960083008,0
7.387415885925293,0
7.463794708251953,0
7.540940999984741,0
7.627494812011719,0
7.706912994384766,0
7.8303728103637695,0
7.913371801376343,0
7.997048616409302,0
8.080650806427002,0
8.164300918579102,0
8.237330913543701,0
8.313738822937012,0
8.388486862182617,0
8.467978954315186,0
8.549277782440186,0
8.675452709197998,0
8.751064777374268,0
8.859150648117065,0
8.941049814224243,0
9.015463829040527,0
9.097832918167114,0
9.179835796356201,0
9.25547170639038,0
9.3361656665802,0
9.411967992782593,0
9.542351722717285,0
9.612100839614868,0
9.69543981552124,0
9.777683734893799,0
9.855195760726929,0
9.938366889953613,0
10.01366376876831,0
10.091106653213501,0
10.172067642211914,0
10.24632978439331,0
10.371883869171143,0
10.449963808059692,0
10.537359714508057,0
10.621805667877197,0
10.707185745239258,0
10.809905767440796,0
10.893555879592896,0
10.980807781219482,0
11.06731390953064,0
11.14353084564209,0
11.291752815246582,0
11.382511854171753,0
11.497643947601318,0
11.608824729919434,0
11.701323986053467,0
11.786914587020874,0
11.87493085861206,0
11.953963994979858,0
12.035538911819458,0
12.119312763214111,0
12.242672681808472,0
12.3173828125,0
12.395469665527344,0
12.479160785675049,0
12.559277057647705,0
12.643929719924927,0
12.719117641448975,0
12.80195665359497,0
12.881411790847778,0
12.959544658660889,0
13.08863878250122,0
13.168440818786621,0
13.240469932556152,0
13.321485757827759,0
13.40408182144165,0
13.485453605651855,0
13.56284785270691,0
13.64169692993164,0
13.720157861709595,0
13.80180287361145,0
13.921486616134644,0
14.010247707366943,0
14.096792697906494,0
